Popularity,energy,loudness,acousticness,tempo,duration_seconds,key1.0,time_signature3
49.0,0.162,5.518729964504351,0.98,95.576,344.11300002,0,1
30.0,0.26,9.176262238901149,0.904,51.0,156.933,1,0
45.6,0.658,13.029880558193954,0.512,145.896,190.87999998,0,0
71.0,0.905,15.54626223890115,0.00876,108.9,170.8129998,0,0
21.0,0.747,14.75226223890115,0.116,138.067,249.0,0,0
23.0,0.975,15.84226223890115,7.47e-5,139.964,202.019,0,0
30.0,0.375,9.016262238901149,0.701,132.611,219.625,0,0
39.0,0.829,14.590187943562754,0.00034,147.99,212.30700000000002,0,0
68.6,0.424,10.63084723924675,0.64,179.597,203.991,0,0
36.4,0.673,13.159389381725951,0.00553,89.993,224.053,0,0
34.0,0.347,6.11626223890115,0.771,117.75,414.213,0,0
49.0,0.935,15.66326223890115,0.000442,165.02,261.24,0,0
30.0,0.336,12.782262238901149,0.841,110.964,285.47299998,0,0
65.0,0.876,15.914262238901149,3.33e-5,157.044,255.08,0,0
47.4,0.47,11.200466360101148,0.642,158.809,219.2852,0,0
69.2,0.756,13.88744902601155,0.00477,129.98,141.875,0,0
41.0,0.781,16.08426223890115,0.0833,100.013,176.012,0,0
48.0,0.535,11.10126223890115,0.000329,132.257,188.83,1,0
51.2,0.93,15.766320449701148,0.0128,97.917,144.267,1,0
46.0,0.602,12.537393342296351,0.000316,116.011,230.15200000000002,0,0
19.0,0.92,16.33226223890115,0.183,147.998,266.133,0,0
41.0,0.636,7.199262238901149,0.0257,108.863,259.427,0,0
58.0,0.932,16.11526223890115,0.12,190.08,255.893,0,0
32.0,0.958,14.21426223890115,5.33e-6,107.458,129.373,0,0
37.0,0.709,14.25926223890115,0.00678,119.998,224.213,0,0
28.8,0.6,12.519340638901149,0.0278,110.016,180.203,0,0
39.0,0.969,18.12226223890115,0.172,121.214,169.808,0,0
42.0,0.707,14.60826223890115,0.68,113.976,208.421,0,0
39.0,0.939,16.77626223890115,0.000833,124.984,198.84,0,0
30.0,0.355,9.62922816120115,0.847,86.078,76.2456798666666,0,0
53.0,0.489,11.416776217834748,0.302,86.815,160.25,0,0
36.6,0.336,9.317069652507552,0.723,112.966,111.765,0,0
31.8,0.768,13.997300913281952,0.507,103.713,167.792,0,0
33.0,0.728,10.34726223890115,0.378,137.99,305.613,0,1
30.0,0.495,9.31326223890115,0.000119,81.018,360.6,0,0
47.2,0.551,12.060688310775552,0.235,103.953,144.53299998,0,0
23.0,0.843,12.44726223890115,0.000127,180.034,145.93200000000002,0,0
47.0,0.64,12.86726223890115,0.743,136.226,187.933,0,0
28.0,0.964,12.891262238901149,0.000152,83.958,312.363,0,0
43.0,0.831,11.747262238901149,0.00028,120.867,218.173,0,0
46.4,0.98,16.47641552370115,0.0734,92.035,168.654,0,0
49.0,0.91,15.508690491301149,0.0459,144.072,182.6335580866666,0,0
90.0,0.631,16.998262238901148,0.0904,129.915,184.2130002,0,0
20.0,0.761,12.53126223890115,0.295,152.472,298.693,0,0
42.4,0.664,13.081726422094748,0.335,166.928,178.1470002,0,0
48.0,0.847,14.779228377092354,0.0307,114.962,187.78300000000002,0,0
75.0,0.535,14.03126223890115,0.0131,123.042,196.607,0,0
39.2,0.337,9.333927672644352,0.447,68.0,320.333,0,0
33.0,0.41,6.46626223890115,0.00106,91.127,323.43,0,0
75.0,0.964,16.55526223890115,0.00316,126.928,209.267,0,0
57.0,0.914,14.07526223890115,0.0106,124.42,208.293,0,0
51.0,0.881,15.58526223890115,0.00303,130.084,232.20000000000002,0,0
44.0,0.831,14.610827348151547,0.000862,175.514,163.693,0,0
29.2,0.795,14.251766943601153,0.0186,122.007,259.606,0,0
52.0,0.494,12.686262238901149,0.864,144.104,215.516,0,0
31.4,0.191,6.285865436343549,0.937,105.104,220.63,0,1
50.4,0.66,13.04717126130115,0.00681,114.489,230.3384,1,0
38.0,0.63,14.02926223890115,0.278,107.69,218.747,0,0
57.0,0.844,16.36826223890115,0.00012,156.136,246.933,1,0
35.0,0.927,15.43126223890115,0.000111,183.998,183.04,0,0
38.0,0.146,5.06926738125955,0.784,89.267,66.49,0,0
39.8,0.537,11.922505004804352,0.51,88.001,181.56900000000002,0,0
72.0,0.755,13.57026223890115,0.0966,109.535,286.2199998,0,0
48.6,0.943,15.941494104221949,0.0058,98.089,206.3386,0,0
33.0,0.958,13.051262238901149,0.0361,145.055,352.943,0,0
32.0,0.925,14.57026223890115,2.22e-5,118.066,282.978,0,0
29.0,0.772,14.13726223890115,0.298,129.99,280.36,1,0
41.6,0.795,14.251766943601153,0.354,94.101,314.6,0,0
31.2,0.682,13.237017928280348,0.00152,130.022,154.806,0,0
52.0,0.826,16.87826223890115,0.000617,122.326,385.92,0,0
43.2,0.981,16.49166566543155,2.58e-5,160.042,202.64000000000001,0,0
58.0,0.732,15.72726223890115,0.00853,95.02,162.97300001999997,0,0
15.0,0.769,14.975262238901148,0.104,189.803,240.30700000000002,0,0
39.0,0.962,14.347262238901148,0.282,143.99,229.489,0,0
33.0,0.617,12.671519914628348,0.463,97.923,275.52,0,0
27.0,0.544,9.423262238901149,0.576,135.231,240.693,0,0
61.0,0.614,13.31926223890115,0.104,146.03,192.67999998,0,0
52.2,0.86,14.920633725301157,0.0247,93.042,177.227,0,0
42.2,0.0929,3.4354443620196307,0.944,176.177,237.9550002,0,1
42.2,0.754,13.869307132222753,0.00011,124.971,265.467,0,0
49.0,0.983,17.12626223890115,9.09e-5,193.042,239.56,0,0
39.4,0.929,15.753103632682752,0.214,109.982,229.933,0,0
46.0,0.915,15.55726223890115,0.0139,169.161,203.707,1,0
43.6,0.682,13.237017928280348,0.113,142.113,260.373,0,0
17.0,0.616,11.54926223890115,0.0521,82.99,207.03,0,0
73.0,0.604,15.11326223890115,0.000218,167.719,263.44,0,0
43.4,0.46,11.08241375730115,0.0694,141.937,216.373,0,0
32.6,0.158,5.408149735793948,0.964,114.315,184.09399998,0,0
49.0,0.12,4.297284242101153,0.983,104.208,122.17537032666682,0,1
53.0,0.648,13.21226223890115,0.012,91.536,331.427,0,0
45.6,0.7,13.39258843890115,0.0182,147.914,203.187,0,0
27.0,0.547,12.32826223890115,0.35,164.988,204.03,0,0
48.0,0.811,16.86026223890115,0.000125,141.967,182.30700000000002,0,0
34.6,0.102,3.7315266158963496,0.818,114.136,84.82606859666681,0,0
38.0,0.774,14.052921490366748,0.00403,87.415,320.522,1,0
41.8,0.603,12.54640376786995,0.348,179.392,173.107,0,1
43.8,0.73,13.654755953701155,0.29,120.336,229.232,0,0
34.0,0.565,12.14926223890115,0.65,99.49,208.8,0,0
44.0,0.967,16.28206482630835,0.000316,180.027,220.17020000000002,0,0
37.0,0.51,12.54026223890115,0.348,147.904,281.093,0,0
8.0,0.304,6.545262238901149,0.751,129.867,260.79299999999995,0,0
68.0,0.717,14.95926223890115,6.48e-5,127.947,233.267,0,0
37.2,0.681,13.228390994871553,0.265,86.001,183.69400000000002,0,0
13.0,0.877,16.64426223890115,0.0849,171.47,317.784,0,0
30.6,0.335,9.30016305480115,0.885,168.741,138.19399998,0,1
30.2,0.679,13.21113913988275,0.543,113.038,195.699,0,0
61.2,0.663,13.07309055535795,0.0163,119.983,178.973,1,0
40.8,0.969,16.31149965361075,0.000119,103.994,441.035,0,0
17.0,0.907,16.96226223890115,0.0765,114.98,290.6,0,0
56.0,0.913,18.37926223890115,0.0418,91.157,382.267,0,0
43.0,0.994,18.58026223890115,2.05e-5,90.015,243.0,1,0
60.0,0.449,9.388262238901149,0.00782,101.687,230.987,0,0
77.0,0.48,14.981262238901149,0.612,142.021,158.463,0,0
18.0,0.956,14.42826223890115,2.59e-5,145.004,219.541,0,0
40.0,0.776,15.54426223890115,0.00705,159.946,196.61299997999998,0,0
37.0,0.649,13.10726223890115,0.816,139.961,282.067,0,0
50.2,0.606,12.57337305473155,0.312,86.537,340.68,0,0
34.0,0.563,13.84126223890115,0.706,168.403,254.467,0,1
67.0,0.466,13.30226223890115,0.161,95.163,251.267,0,0
23.6,0.186,6.157855628427551,0.868,72.541,156.106,0,0
55.0,0.563,11.051262238901149,0.422,93.073,149.423,0,0
46.0,0.861,10.23526223890115,0.292,96.52,142.507,0,0
60.0,0.948,17.32026223890115,2.78e-5,150.753,175.667,0,0
56.0,0.34,6.439262238901149,0.657,142.362,419.133,0,0
43.2,0.979,16.461208823242753,0.00292,119.993,244.0,0,0
39.2,0.623,12.72461266908595,0.121,130.175,311.625,0,0
53.8,0.715,13.523044854001151,0.386,130.726,145.747,0,0
30.0,0.954,16.71926223890115,2.0e-5,172.944,232.853,0,0
35.4,0.765,13.969670070001152,4.76e-6,139.46,252.53300000000002,0,0
39.0,0.916,13.917262238901149,0.00439,100.041,183.008,0,0
46.2,0.0412,1.6191760295967512,0.995,100.74,98.60172617666659,0,0
20.0,0.977,16.64426223890115,4.26e-6,130.009,266.222,1,1
31.2,0.589,12.419243948554753,0.0405,140.049,232.40355155666657,0,0
39.4,0.864,14.96502251553475,0.0935,129.613,224.707,0,0
44.6,0.594,12.46491742291075,0.0136,129.895,241.1984,0,0
31.0,0.325,6.80626223890115,0.161,132.046,211.216,0,0
48.0,0.58,12.336236771701149,0.493,63.321,259.5334,0,0
30.0,0.118,6.59426223890115,0.993,93.082,190.041,0,0
69.0,0.727,12.865262238901149,0.263,160.82,253.333,0,0
39.6,0.159,5.43590545277875,0.924,68.868,231.7258504433334,0,0
54.0,0.351,12.53726223890115,0.701,105.79,211.867,0,1
38.2,0.591,12.43754962002355,0.0741,101.941,164.53300002,0,0
42.4,0.826,14.559392470155547,0.0212,118.051,164.9564,0,0
42.0,0.645,12.917189511601151,0.499,139.974,239.65220000000002,0,0
31.4,0.569,12.23326461553075,0.554,120.005,250.0,0,0
69.0,0.947,16.14526223890115,0.000652,127.631,282.747,0,0
12.0,0.537,11.513262238901149,0.241,106.951,252.907,0,0
31.8,0.648,12.943250091905954,0.0139,139.997,174.921,0,0
48.0,0.109,3.95465512781875,0.882,106.225,88.54327543666679,0,0
45.6,0.281,8.31110827679155,0.189,108.287,201.387,0,0
44.0,0.767,13.988077673348348,0.336,93.421,161.68399979999998,0,0
47.2,0.6,12.519340638901149,0.269,96.015,199.036,0,0
47.0,0.807,16.85726223890115,0.0136,145.179,200.0,0,0
47.4,0.471,11.212107393399549,0.765,79.907,88.5489950066666,0,0
63.0,0.486,11.090262238901149,0.822,126.985,213.071,0,0
45.0,0.823,15.96526223890115,0.0029,93.504,200.76,0,0
31.6,0.778,14.090280103409947,0.00921,160.039,163.492,1,0
55.2,0.531,11.862115005591551,0.093,94.225,153.244,0,0
80.0,0.532,11.69726223890115,0.432,136.571,281.613,0,0
40.0,0.0582,2.2421885946496474,0.883,93.486,271.89300000000003,0,0
46.6,0.647,12.934567419332353,0.00487,108.017,180.707,0,0
48.0,0.778,14.090280103409947,0.0147,147.882,184.6237374666666,0,0
1.0,0.659,14.17426223890115,0.00219,81.611,374.16499997999995,0,0
42.0,0.925,16.18326223890115,0.000254,100.012,303.0,0,0
34.0,0.631,14.798262238901149,0.131,106.309,175.305,0,0
42.2,0.197,6.437192006372351,0.252,124.005,245.4219633333334,0,0
38.4,0.938,15.873373678577956,0.00228,110.014,255.0068,0,0
40.0,0.819,16.03626223890115,0.00741,113.002,228.11700000000002,1,0
58.8,0.512,11.66581320778435,0.856,111.957,248.2999998,0,0
50.0,0.54,13.62026223890115,0.625,75.382,227.707,0,0
28.0,0.949,17.31826223890115,0.14,138.013,224.84,0,0
48.0,0.577,8.641262238901149,0.0796,91.877,379.0,0,0
23.0,0.567,13.11126223890115,0.872,146.359,262.90699997999997,0,0
32.0,0.823,14.57926223890115,0.0554,90.471,153.717,0,0
45.0,0.657,10.397262238901149,0.00843,116.872,216.6,0,0
33.2,0.274,8.171326248766752,0.956,84.549,270.0,1,0
23.0,0.754,16.92926223890115,0.324,113.959,163.875,0,0
23.0,0.659,8.670262238901149,0.0321,101.53,262.6,0,0
54.0,0.631,12.79498446911155,0.000898,114.553,192.3034,0,0
80.0,0.832,13.55226223890115,0.168,125.926,215.09300000000002,0,0
39.4,0.829,14.590187943562754,0.00265,167.99,248.84820000000002,0,0
58.8,0.851,14.822283267735548,0.207,141.987,195.0,0,0
45.0,0.913,14.87426223890115,0.13,99.052,248.333,1,0
41.4,0.694,13.34064916243075,0.0112,129.921,220.85,0,0
32.4,0.761,13.933006368567549,0.0016,139.973,239.64000000000001,0,0
33.0,0.958,15.565262238901148,2.46e-5,119.967,230.5,0,0
30.0,0.722,14.96426223890115,0.47,124.711,175.053,0,0
25.6,0.059,2.270872846858751,0.985,74.702,139.21600001999997,0,0
66.0,0.696,14.27926223890115,0.0887,89.882,246.58700000000002,0,0
54.0,0.717,13.94726223890115,0.00417,118.515,239.621,0,0
31.0,0.762,11.23526223890115,0.792,89.292,144.48,0,0
34.0,0.666,13.098993165963552,0.565,81.75,160.244,0,0
21.0,0.565,12.195371646001153,0.399,82.973,203.14815071,0,0
34.0,0.703,14.83826223890115,0.0193,126.015,239.516,1,1
49.0,0.552,14.82926223890115,0.00661,115.032,164.203,0,0
29.8,0.476,11.26987609903555,0.213,107.004,193.7174,0,0
54.0,0.991,16.78826223890115,0.000289,167.035,225.245,0,0
40.8,0.687,13.280168369924349,0.00224,164.622,270.853,0,0
40.0,0.804,14.339205248782747,0.0311,123.716,291.6,0,0
44.0,0.878,15.123828466289954,0.326,109.903,317.093,0,0
56.2,0.721,13.575551726199553,0.00196,124.036,165.366,0,0
27.6,0.822,14.518631286872347,0.192,115.937,207.927,1,0
38.4,0.882,15.170223655640346,0.158,142.867,218.373,0,0
28.0,0.975,15.86026223890115,3.07e-5,139.91,305.052,0,0
59.0,0.773,12.818262238901148,0.188,124.538,249.333,1,0
25.0,0.948,16.20726223890115,8.85e-6,90.542,160.58700000000002,0,0
40.0,0.862,15.981262238901149,2.49e-5,94.984,247.067,0,0
35.4,0.765,13.969670070001152,4.76e-6,139.46,252.53300000000002,0,0
45.4,0.812,14.418168890024356,0.0798,72.936,286.47,0,0
31.8,0.554,12.08983030598275,0.375,138.117,180.4953158066666,0,0
35.0,0.223,11.84226223890115,0.995,78.306,188.20000000000002,0,0
44.6,0.8,14.30016703890115,0.12,139.361,262.21740000000005,0,0
29.2,0.204,6.610627874062748,0.964,104.983,258.88000002,0,1
37.0,0.51,10.68326223890115,0.176,141.077,251.555,1,0
41.8,0.755,13.878372433201148,0.158,138.96,230.93299998,0,0
40.2,0.469,11.188795896010753,0.73,139.824,177.493,0,1
42.8,0.852,14.833109155496352,0.00295,180.075,265.107,0,0
73.0,0.271,8.11056097515955,0.766,76.271,203.613,0,0
62.0,0.606,13.769262238901149,0.159,98.001,234.64000002,0,0
46.0,0.815,16.05826223890115,0.00172,91.972,199.387,0,0
38.0,0.749,13.824145003786754,0.0998,94.899,333.907,0,0
38.6,0.916,15.584523020763559,0.000868,186.797,177.924,0,0
42.0,0.667,11.51126223890115,0.043,134.219,510.93299999999994,0,0
51.0,0.653,12.986606357309952,0.48,140.046,302.466,0,0
36.2,0.689,13.29743857527475,0.00458,89.001,247.96800000000002,0,1
32.0,0.657,10.237262238901149,0.0687,107.479,197.477,0,0
37.0,0.668,14.55526223890115,0.00405,131.009,176.24,0,0
45.0,0.746,12.52826223890115,0.0271,83.978,186.334,0,0
72.0,0.852,15.20926223890115,0.0175,101.968,321.04,0,0
35.0,0.526,11.81122166119555,0.0339,167.936,239.09820000000002,0,0
29.0,0.488,14.414262238901149,0.257,142.035,241.92000000000002,0,0
50.0,0.821,15.88326223890115,0.346,116.942,187.99999997999998,0,0
42.0,0.755,13.878372433201148,0.501,132.003,223.76,1,0
39.0,0.948,13.06226223890115,0.000662,105.395,321.707,0,0
71.0,0.622,12.55826223890115,0.213,126.844,221.427,0,0
40.2,0.655,13.003924885201151,0.664,120.028,269.9142,0,1
54.0,0.299,14.167262238901149,0.853,96.657,190.067,0,1
29.0,0.285,8.715262238901149,0.994,94.913,175.4,0,0
46.0,0.674,12.62326223890115,0.139,93.004,204.25900000000001,0,0
38.6,0.79,14.203792030501152,0.016,153.034,177.059,0,1
33.0,0.861,13.43226223890115,0.0114,110.014,146.18200000000002,0,0
41.4,0.573,12.270913024445953,0.141,205.057,237.97320000000002,0,1
20.0,0.154,5.296385325502749,0.93,134.817,411.49300002,0,0
37.0,0.94,13.76426223890115,0.000126,155.581,258.76,0,0
41.0,0.798,15.411262238901148,0.00677,92.781,309.677,0,0
41.0,0.938,16.17326223890115,0.0052,177.916,214.88,0,0
88.0,0.784,15.21326223890115,0.194,125.993,150.0529998,0,0
41.8,0.463,11.118147063197952,0.201,99.014,289.5746,0,0
46.0,0.805,14.379262238901148,0.000595,96.996,232.526,1,0
32.2,0.667,13.107624328868354,0.0505,155.085,165.779,0,0
19.0,0.547,13.18626223890115,0.739,110.025,389.05000002,0,0
41.2,0.707,13.45334263370035,0.00806,83.032,167.76500000000001,0,0
69.0,0.583,14.86826223890115,0.114,149.941,200.584,0,0
41.8,0.854,14.854836529342746,0.00194,99.414,333.22700000000003,0,0
41.4,0.447,10.92431049357235,0.55,75.053,216.496,0,0
26.0,0.208,4.872262238901149,0.96,96.052,220.514,0,0
43.2,0.599,12.510298075306748,0.00189,109.188,436.63,0,0
38.0,0.796,9.971262238901149,0.00361,155.28,353.613,0,0
57.0,0.522,14.02026223890115,0.734,93.169,186.03900000000002,0,0
56.0,0.601,7.43726223890115,0.137,168.979,154.36000002,0,0
47.4,0.625,12.742248176401151,0.0154,177.94,221.865,0,0
47.0,0.494,11.472056899390749,0.147,136.019,186.196,0,0
57.4,0.614,12.644861708734748,0.127,103.57,308.573,0,0
32.0,0.777,12.96326223890115,0.000207,76.027,215.296,0,0
37.6,0.869,15.021114070090752,0.71,123.991,154.871,0,0
44.0,0.499,11.52668754298675,0.788,105.876,207.02,0,0
29.0,0.387,9.02626223890115,0.216,202.033,280.36,0,1
57.0,0.692,13.545262238901149,0.00149,125.933,216.636,0,0
15.0,0.632,11.94126223890115,0.139,103.023,281.47700000000003,0,0
40.4,0.645,12.917189511601151,0.443,128.023,231.107,0,0
