Popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_seconds,key1.0,key10.0,key11.0,key2.0,key3.0,key4.0,key5.0,key6.0,key7.0,key8.0,key9.0,mode1,time_signature1,time_signature3,time_signature4,time_signature5,Class
36.6,0.556,0.188,6.20926858297795,0.03748,0.494,0.01336974,0.119,0.184,138.091,145.217,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,9
38.2,0.548,0.711,13.488153705207548,0.107,0.542,9.59e-5,0.355,0.618,119.675,240.93799998000003,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Other
73.0,0.867,0.517,7.59426223890115,0.0875,0.00456,0.000339,0.0864,0.866,133.148,257.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9
35.0,0.341,0.47,10.67226223890115,0.037,0.226,0.105,0.518,0.203,144.109,204.28,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
66.0,0.733,0.726,14.30226223890115,0.0371,0.379,2.58e-6,0.471,0.915,120.814,197.16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8
30.0,0.696,0.661,14.82026223890115,0.0877,0.00103,3.21e-5,0.114,0.397,121.032,180.822,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6
53.0,0.517,0.848,14.78995508646595,0.05366,0.00581,0.074679074,0.214,0.429,95.906,188.779,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9
42.4,0.437,0.948,16.010568391745956,0.13348,0.000234,0.14688702,0.0876,0.517,170.023,180.293,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
49.0,0.384,0.974,17.16926223890115,0.141,0.000153,0.000247,0.226,0.155,194.842,247.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
31.0,0.858,0.525,11.800979276401153,0.056459999999999996,0.0443,0.0671976,0.1242,0.351,170.875,257.472,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5
40.8,0.297,0.0958,3.530544093076685,0.04084,0.844,0.361929,0.11294,0.296,80.672,74.89079921333341,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Other
29.0,0.516,0.948,16.82226223890115,0.0644,0.0279,0.0564,0.15,0.957,170.087,130.329,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
25.6,0.32,0.242,7.495739290328348,0.0401,0.941,0.25245826000000005,0.15758,0.431,81.09,97.58064338,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Other
34.4,0.661,0.407,10.40179556666035,0.06739999999999999,0.713,0.04370217,0.115,0.337,127.873,216.695,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,9
59.6,0.569,0.751,13.84217755141555,0.04104,0.365,0.09677423999999998,0.0561,0.758,105.156,338.29200000000003,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
47.0,0.357,0.977,16.430925174596354,0.08306,1.6e-5,0.297025182,0.105,0.28,159.81,233.929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
63.0,0.615,0.657,13.943262238901148,0.029,0.000372,0.0204,0.132,0.792,109.95,185.09300000000002,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10
47.8,0.479,0.444,10.887051343630752,0.052180000000000004,0.857,0.101981214,0.15710000000000002,0.236,107.915,232.8728313866666,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9
65.0,0.633,0.831,15.763262238901149,0.0461,0.0401,0.693,0.117,0.243,127.397,354.36,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10
51.0,0.618,0.438,10.81163424817795,0.040619999999999996,0.407,0.11310712200000002,0.5,0.651,155.014,209.30700000000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,6
55.0,0.881,0.546,11.45926223890115,0.0407,0.0532,0.000149,0.0497,0.852,102.814,320.413,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6
49.0,0.624,0.528,11.71326223890115,0.0344,0.0286,0.00516,0.0866,0.33,120.049,285.933,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10
46.2,0.607,0.503,11.56993603298995,0.04104,0.446,0.28851171999999997,0.173,0.473,135.606,205.04,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9
40.0,0.799,0.789,14.194246497994754,0.037540000000000004,0.0595,0.052747379999999996,0.20380000000000004,0.831,116.083,245.34300000000002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10
45.2,0.494,0.0634,2.4276296783018445,0.045099999999999994,0.984,0.26032,0.11,0.15,78.227,180.89500002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Other
49.0,0.52,0.642,13.27026223890115,0.0434,0.000517,0.0017,0.0794,0.449,88.967,180.96800000000002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10
68.4,0.595,0.759,13.914747984298753,0.059399999999999994,0.141,0.00027808,0.172,0.515,80.953,163.733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9
38.4,0.523,0.441,10.849493881143548,0.0311,0.465,0.00268,0.365,0.49,171.246,203.10700002000002,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,Other
40.4,0.566,0.943,15.941494104221949,0.06072000000000001,0.00488,0.033585592000000004,0.194,0.324,117.813,250.67620000000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
47.0,0.612,0.86,11.641262238901149,0.044,0.00253,0.00153,0.158,0.687,136.212,196.467,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
39.2,0.63,0.446,10.91192368461955,0.0588,0.337,0.019940268,0.166,0.177,143.078,202.193,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5
53.0,0.521,0.532,9.324262238901149,0.0357,0.563,0.000435,0.386,0.326,95.19,180.53300000000002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9
39.4,0.501,0.474,11.246855337406753,0.03206,0.608,0.09517656,0.147,0.281,102.404,352.267,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
47.8,0.185,0.865,14.97618652200115,0.06514,0.000632,0.2629064,0.112,0.0789,84.031,207.465,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6
34.0,0.532,0.685,14.23926223890115,0.0318,0.0208,0.000154,0.303,0.648,140.036,288.071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
46.2,0.415,0.94,15.900508528501142,0.03884,0.0049,0.019299838,0.2492,0.439,134.392,204.6234349333334,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
49.0,0.425,0.403,11.47326223890115,0.0273,0.0792,0.0049,0.113,0.135,155.761,323.931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10
20.0,0.373,0.707,11.250262238901149,0.0562,0.668,3.68e-5,0.361,0.75,89.1,214.73299998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
32.0,0.39,0.646,12.92588060685955,0.06684000000000001,0.0904,0.0036835200000000005,0.114,0.271,120.755,213.677,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,10
38.0,0.439,0.795,11.39226223890115,0.0314,0.00407,0.00114,0.296,0.789,84.846,212.067,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6
34.6,0.827,0.532,11.872230958760351,0.06799999999999999,0.0219,2.91e-5,0.127,0.694,87.257,290.44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5
26.0,0.709,0.685,13.24326223890115,0.0281,0.0355,0.0268,0.0389,0.7,129.987,194.567,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
31.8,0.583,0.143,4.98285260278195,0.03594000000000001,0.676,0.016691346,0.11698,0.533,156.009,168.54006249000003,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
32.2,0.704,0.579,12.32694709076275,0.04482,0.287,0.029097659999999997,0.139,0.712,142.815,176.667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5
30.0,0.247,0.88,17.75926223890115,0.097,2.01e-5,0.309,0.122,0.333,134.445,237.493,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
57.6,0.801,0.637,12.847489422884353,0.07146,0.169,0.06559776,0.10862000000000001,0.769,77.012,193.9058139566666,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
24.0,0.539,0.578,12.29426223890115,0.0278,0.0987,0.000923,0.28,0.353,102.03,191.89000000000001,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10
46.6,0.907,0.695,13.34929843560115,0.04034,0.246,0.011345418,0.0808,0.961,101.007,298.307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5
41.4,0.667,0.636,12.838753352667549,0.03432,0.022,0.16895633599999998,0.0908,0.152,158.058,151.891,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,10
40.0,0.436,0.944,15.95523208123075,0.05067999999999999,0.0035,0.172437784,0.105,0.588,110.002,307.545,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6
44.8,0.366,0.662,13.064452834904353,0.05434,0.00261,0.283912,0.0594,0.362,148.34,284.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,10
34.8,0.777,0.71,13.479443787301149,0.0406,0.0295,0.24634019999999998,0.08008000000000001,0.673,129.945,241.4348,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9
57.0,0.54,0.847,14.29626223890115,0.0297,0.303,0.272,0.109,0.62,148.936,220.609,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,10
46.8,0.435,0.889,15.252554116714752,0.06150000000000001,2.38e-5,0.151337734,0.1722,0.344,93.896,198.345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8
42.2,0.288,0.758,13.905636658673952,0.03382,0.00616,0.017828242,0.303,0.619,97.094,201.726,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10
71.0,0.562,0.383,5.342262238901149,0.0304,0.143,0.124,0.138,0.599,93.764,206.76,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,10
32.6,0.683,0.347,9.49986754269235,0.04496,0.549,0.036619892,0.0907,0.437,80.009,157.63,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9
44.0,0.411,0.91,15.949262238901149,0.0392,0.000243,0.00082,0.0931,0.613,106.675,230.02700000000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
41.0,0.49,0.974,16.52126223890115,0.115,0.000546,0.225,0.336,0.257,108.946,229.61700000000002,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,8
30.0,0.374,0.35,9.548726388901148,0.04324,0.843,0.12263784000000003,0.188,0.129,74.464,228.6940002,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other
43.0,0.633,0.194,6.27326223890115,0.0729,0.885,0.404,0.111,0.421,143.376,348.383,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2
63.0,0.523,0.76,8.37926223890115,0.0325,0.103,0.00068,0.0666,0.581,94.267,228.267,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,10
35.0,0.593,0.438,7.365262238901149,0.028,0.883,0.0167,0.317,0.758,130.225,136.56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
81.0,0.809,0.463,9.439262238901149,0.0396,0.256,0.085,0.109,0.364,111.98,298.94100000000003,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,9
45.0,0.748,0.411,14.75626223890115,0.0489,0.0532,0.0117,0.115,0.339,91.941,145.052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5
13.0,0.529,0.595,7.12026223890115,0.0375,0.0227,0.0266,0.0326,0.767,134.642,187.827,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2
29.6,0.167,0.148,5.126498365505949,0.05602,0.955,0.12366324000000002,0.2546,0.04,76.412,171.1253789266668,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Other
58.2,0.543,0.927,15.726778317956356,0.07256,0.000342,0.29348117599999995,0.1516,0.354,120.097,249.30700000000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
41.0,0.644,0.891,15.66926223890115,0.0526,0.00111,0.00798,0.118,0.504,110.007,239.488,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
62.0,0.467,0.432,9.06326223890115,0.0283,0.175,0.001,0.226,0.238,142.642,271.333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10
41.2,0.514,0.387,10.118050067684349,0.06860000000000001,0.0753,0.237285488,0.0485,0.461,84.112,186.812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5
38.4,0.381,0.214,6.852673265854749,0.03978,0.944,0.38658,0.106,0.393,127.581,215.16,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Other
60.0,0.762,0.516,11.707809925083552,0.0435,0.0288,0.15800057399999998,0.0966,0.721,156.97,158.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5
47.6,0.357,0.943,15.941494104221949,0.07306,0.000547,0.14226151999999997,0.145,0.482,147.217,209.68200000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10
43.4,0.576,0.931,15.779573563671555,0.04098,0.00085,0.000251638,0.143,0.735,133.986,245.747,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10
53.6,0.61,0.482,11.33825719292035,0.05344000000000001,0.299,0.147846,0.0527,0.869,73.628,147.013,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,9
24.0,0.491,0.504,7.23526223890115,0.0566,0.625,0.794,0.222,0.145,159.911,258.771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
25.0,0.117,0.916,17.53526223890115,0.0723,1.39e-5,0.0992,0.219,0.423,151.886,270.205,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
63.0,0.86,0.668,12.30426223890115,0.221,0.423,1.85e-6,0.096,0.237,128.096,240.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9
22.0,0.766,0.526,8.997262238901149,0.0392,0.784,0.000214,0.0879,0.934,141.631,238.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10
42.6,0.529,0.621,12.70694688507955,0.030179999999999995,0.13,0.089648656,0.173,0.617,97.189,148.9069998,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,9
55.0,0.697,0.919,14.64226223890115,0.029,0.00694,0.0621,0.203,0.943,118.341,256.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6
28.0,0.407,0.932,14.56426223890115,0.113,0.00363,0.346,0.229,0.173,102.954,235.214,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,8
55.0,0.564,0.753,15.59326223890115,0.0433,0.00512,2.43e-6,0.167,0.414,152.064,212.547,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,10
44.0,0.744,0.928,15.18826223890115,0.0495,0.000409,0.624,0.132,0.507,123.014,171.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
34.6,0.539,0.788,14.18471711545795,0.06204,0.0089,0.05934366,0.29,0.357,159.986,196.173,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10
11.0,0.431,0.967,16.26126223890115,0.114,0.00159,0.0064,0.142,0.179,146.623,269.44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6
50.0,0.545,0.919,15.622900359850753,0.0483,0.00269,0.00512,0.0978,0.386,104.364,313.573,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
58.0,0.266,0.294,8.56340390035075,0.08136,0.771,0.14898054,0.1654,0.0397,137.941,164.72490755666658,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9
32.4,0.645,0.329,9.197695337962752,0.07804,0.239,0.160896,0.375,0.184,128.099,212.74999997999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Other
43.0,0.508,0.912,15.533832720104353,0.0861,9.75e-5,0.022276688,0.24614000000000003,0.533,139.381,247.22220000000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
42.0,0.579,0.661,16.80526223890115,0.0422,0.0675,0.000373,0.303,0.374,144.909,287.467,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,10
35.4,0.521,0.527,11.82144261683635,0.0296,0.0931,0.0244,0.106,0.273,122.271,259.627,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
16.0,0.426,0.619,9.31526223890115,0.0722,8.44e-5,0.00239,0.17,0.382,162.721,168.43999979999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10
47.0,0.449,0.854,12.55526223890115,0.0431,4.62e-5,0.016,0.246,0.408,152.142,309.827,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8
48.8,0.698,0.609,12.60025235741875,0.043739999999999994,0.743,2.7340000000000003e-5,0.23419999999999996,0.665,131.057,110.92817946333341,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2
34.4,0.54,0.425,10.643989976401151,0.07748000000000001,0.428,0.109597414,0.218,0.239,88.047,220.543,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9
45.6,0.691,0.231,7.249077719031552,0.07498,0.815,0.06479718,0.103,0.298,85.153,200.613,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Other
57.0,0.58,0.551,10.91826223890115,0.0582,0.181,0.00719,0.15,0.516,115.896,201.213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10
42.0,0.565,0.754,9.18026223890115,0.0344,0.678,0.0442,0.0756,0.922,135.01,363.333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Other
47.4,0.616,0.551,12.060688310775552,0.056900000000000006,0.155,0.0064886399999999995,0.099,0.618,75.027,216.373,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10
55.4,0.546,0.878,15.123828466289954,0.04834,0.0133,0.0038700000000000006,0.135,0.35,119.945,255.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
50.0,0.618,0.215,8.016262238901149,0.04,0.759,0.00962,0.109,0.214,90.004,290.466,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
57.0,0.639,0.859,16.89326223890115,0.0554,0.18,0.000499,0.0798,0.523,115.97,270.104,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10
60.0,0.577,0.676,8.88526223890115,0.0295,0.000895,2.29e-6,0.0625,0.676,95.98,245.267,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,8
52.0,0.551,0.233,7.294491930653951,0.0312,0.71,0.000949,0.11,0.659,89.574,165.187,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6
28.0,0.454,0.387,10.657262238901149,0.0417,0.406,0.00099,0.0783,0.686,97.995,205.53300000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10
51.4,0.632,0.8,14.30016703890115,0.06364,0.547,0.13388181999999998,0.147,0.496,92.757,209.833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5
56.0,0.295,0.715,14.283262238901148,0.0709,0.00212,1.55e-6,0.242,0.242,86.937,199.773,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
41.8,0.77,0.656,13.01257958249155,0.036559999999999995,0.11,0.066758786,0.0793,0.788,98.82,253.413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
45.0,0.717,0.245,9.90826223890115,0.0493,0.665,0.000119,0.385,0.502,83.554,214.933,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
42.0,0.778,0.399,10.290206146666751,0.04198,0.0751,0.028928,0.103,0.321,137.305,67.72,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
48.0,0.438,0.951,15.62426223890115,0.0736,4.63e-5,0.233,0.351,0.461,165.088,212.927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8
10.0,0.451,0.776,9.06026223890115,0.0587,0.0518,0.703,0.11,0.609,177.953,331.30400000000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
38.0,0.617,0.375,8.92726223890115,0.0319,0.742,0.513,0.109,0.117,151.983,387.547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
57.8,0.565,0.768,13.997300913281952,0.0523,0.0277,0.068192,0.0725,0.58,124.006,223.907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8
32.0,0.62,0.835,14.10526223890115,0.0319,0.273,0.00339,0.113,0.699,99.022,225.072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9
69.0,0.589,0.797,15.35226223890115,0.15,0.0289,4.35e-6,0.383,0.232,102.489,291.813,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10
38.0,0.443,0.858,13.88126223890115,0.0378,0.000843,0.00243,0.18,0.34,169.951,301.533,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,8
49.0,0.605,0.162,5.518729964504351,0.03498,0.98,0.16756997199999998,0.104,0.126,95.576,344.11300002,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Other
30.0,0.624,0.26,9.176262238901149,0.0621,0.904,0.0263,0.0825,0.551,51.0,156.933,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
45.6,0.513,0.658,13.029880558193954,0.04282,0.512,0.008983660000000001,0.21,0.698,145.896,190.87999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Other
71.0,0.533,0.905,15.54626223890115,0.0754,0.00876,0.578,0.0698,0.486,108.9,170.8129998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
21.0,0.588,0.747,14.75226223890115,0.0498,0.116,7.2e-5,0.244,0.263,138.067,249.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10
23.0,0.487,0.975,15.84226223890115,0.105,7.47e-5,0.0183,0.201,0.526,139.964,202.019,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,8
30.0,0.621,0.375,9.016262238901149,0.0297,0.701,1.2e-6,0.122,0.508,132.611,219.625,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,9
39.0,0.482,0.829,14.590187943562754,0.0374,0.00034,0.14818639400000003,0.378,0.739,147.99,212.30700000000002,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,10
68.6,0.369,0.424,10.63084723924675,0.04278,0.64,0.35334784599999997,0.184,0.181,179.597,203.991,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9
36.4,0.552,0.673,13.159389381725951,0.05898,0.00553,0.0068651799999999985,0.114,0.174,89.993,224.053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6
34.0,0.548,0.347,6.11626223890115,0.0362,0.771,0.00175,0.124,0.498,117.75,414.213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Other
49.0,0.421,0.935,15.66326223890115,0.0697,0.000442,0.000212,0.1,0.455,165.02,261.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10
30.0,0.524,0.336,12.782262238901149,0.0415,0.841,0.00118,0.111,0.458,110.964,285.47299998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Other
